iter	RMSE
195	0.8163670809
196	0.8161921342
197	0.8160359105
198	0.8158974572
199	0.8157631569
200	0.8156530204
201	0.8154855786
202	0.8153673662
203	0.8152650768
204	0.815078101
205	0.8149474301
206	0.814850477
207	0.8147249828
208	0.8145470791
209	0.8144081191
210	0.8142353533
211	0.8141396141
212	0.8140148103
213	0.8138855393
214	0.8138057357
215	0.8136310514
216	0.813551383
217	0.8133868568
218	0.8131979543
219	0.81306975
220	0.8129438109
221	0.8127776703
222	0.8126530883
223	0.8124547638
224	0.8122209169
225	0.8120530774
226	0.8119466145
227	0.8118548924
228	0.8117376465
229	0.8116789233
230	0.8115520859
231	0.8114905202
232	0.8113821748
233	0.8112854777
234	0.8111109269
235	0.8109045852
236	0.8107827663
237	0.8106441722
238	0.8105030028
239	0.8103691244
240	0.8102880423
241	0.8101340774
242	0.8099981752
243	0.8099130185
244	0.8098349373
245	0.8096756375
246	0.8096117861
247	0.8095394626
248	0.8094610567
249	0.8093356535
250	0.8092353249
251	0.8091319707
252	0.8089823868
253	0.808890043
254	0.8088638742
255	0.8087585926
256	0.808561432
257	0.8083435616
258	0.8082159766
259	0.8080921817
260	0.8079611339
261	0.8078561565
262	0.8077331914
263	0.8076010732
264	0.8074790148
265	0.8073662414
266	0.8072794265
267	0.8071873259
268	0.8070614535
269	0.8069609912
270	0.8068502877
271	0.8066950219
272	0.8065496522
273	0.8064590873
274	0.8063682534
275	0.8062717935
276	0.8061674548
277	0.8060006253
278	0.8059541342
279	0.8058224758
280	0.8056817328
281	0.8056308837
282	0.805468365
283	0.80537354
284	0.8052539282
285	0.8050471439
286	0.8049714244
287	0.8047467283
288	0.8046537747
289	0.8044801029
290	0.8043699855
291	0.8043025718
292	0.8041338447
293	0.8040352495
294	0.803902184
295	0.8038062448
296	0.8036005875
297	0.8034553121
298	0.8033984736
299	0.803333761
300	0.803205323
301	0.8030991524
302	0.8029867889
303	0.8028683794
304	0.8027411154
305	0.8026511145
306	0.8025488613
307	0.8024266154
308	0.802297028
309	0.802202954
310	0.8019966651
311	0.8018999599
312	0.8017819684
313	0.8016731504
314	0.8015774711
315	0.8014228271
316	0.8012745335
317	0.8010231892
318	0.8008844135
319	0.8007702939
320	0.8006347151
321	0.8005067295
322	0.8004101081
323	0.8003093218
324	0.8001440295
325	0.7999856532
326	0.799734429
327	0.7995194814
328	0.7993948748
329	0.7992945619
330	0.7991127596
331	0.7989813881
332	0.7988307304
333	0.7986741263
334	0.7985488357
335	0.7984297247
336	0.7982880814
337	0.7981394542
338	0.7980173414
339	0.7979205937
340	0.7977198406
341	0.7976271375
342	0.7975357278
343	0.7974146529
344	0.7972555119
345	0.7971870662
346	0.7971103851
347	0.7970174548
348	0.7968807137
349	0.7967409932
350	0.7965793575
351	0.796502923
352	0.796392803
353	0.7962370738
354	0.7960431158
355	0.7959237447
356	0.7958206033
357	0.795762411
358	0.7956236782
359	0.795501092
360	0.7953473045
361	0.7952698122
362	0.7950592105
363	0.7949409198
364	0.7948405031
365	0.7947444474
366	0.7945482128
367	0.7944834989
368	0.7943848367
369	0.7943098388
370	0.794215833
371	0.7940890015
372	0.7939699704
373	0.7938013845
374	0.7936813396
375	0.7935105949
376	0.7933602753
377	0.7931795106
378	0.7929947058
379	0.7928772941
380	0.7927387922
381	0.7926314752
382	0.7925424272
383	0.7924242047
384	0.7923184791
385	0.7921726666
386	0.7920456729
387	0.7919376294
388	0.7918108163
389	0.7917187864
390	0.7916198908
391	0.7914786871
392	0.791317604
393	0.7911368223
394	0.791055111
395	0.790971725
396	0.7908427034
397	0.7906606076
398	0.7904568555
399	0.7903638844
400	0.7901878372
401	0.7900025634
402	0.7898767608
403	0.7896695351
404	0.7895141371
405	0.7893763547
406	0.789246188
407	0.789131086
408	0.7890020257
409	0.7889045985
410	0.788761258
411	0.7886213776
412	0.788493762
413	0.7883333165
414	0.7882228329
415	0.788092464
416	0.787980618
417	0.7878459507
418	0.7877591762
419	0.7876557774
420	0.7874555545
421	0.7873804589
422	0.7872036505
423	0.7871079318
424	0.7869635314
425	0.7867712663
426	0.7866442453
427	0.7865215195
428	0.7864193236
429	0.7862687198
430	0.78610247
431	0.7859413227
432	0.7857764242
433	0.7856737578
434	0.7855011319
435	0.7853548921
436	0.7852328225
437	0.7850651893
438	0.7849421343
439	0.7848094269
440	0.7847428379
441	0.784623656
442	0.7844948284
443	0.7843886905
444	0.7842306408
445	0.7840564203
446	0.7838948057
447	0.7838000302
448	0.783665309
449	0.7835276451
450	0.7834058377
451	0.7832685942
452	0.7831315039
453	0.7829927628
454	0.7828655101
455	0.7827445871
456	0.7826166421
457	0.782496024
458	0.7824185664
459	0.7822170411
460	0.7820768516
461	0.7819699599
462	0.7818350474
463	0.7816899543
464	0.7815779783
465	0.7814466132
466	0.7813103914
467	0.7810838726
468	0.7809919951
469	0.7807976074
470	0.7806573786
471	0.7805622565
472	0.7804446838
473	0.7803532917
474	0.7802110905
475	0.780061965
476	0.7799610723
477	0.7798370002
478	0.7797459439
479	0.7795913967
480	0.7794449493
481	0.7793178767
482	0.7791427717
483	0.7790423977
484	0.778840843
485	0.7786342748
486	0.7785268899
487	0.7784321568
488	0.7782679122
489	0.7780726054
490	0.7779448472
491	0.7778244836
492	0.7776984252
493	0.7776021027
494	0.7774874051
495	0.7773747582
496	0.7772440962
497	0.7771396379
498	0.7770015673
499	0.7769011405
500	0.7768227856
501	0.7765852049
502	0.7764415254
503	0.7763301938
504	0.7761754922
505	0.77603506
506	0.7758921422
507	0.7757646947
508	0.7756219069
509	0.7755406849
510	0.7754279007
511	0.7752581577
512	0.7751169308
513	0.7750392977
514	0.7748964404
515	0.7747612782
516	0.7746291974
517	0.7745154376
518	0.7744353651
519	0.7743711445
520	0.774240655
521	0.7741162225
522	0.7740584508
523	0.7739158195
524	0.7737582674
525	0.7736474236
526	0.7735469315
527	0.7734320867
528	0.7732550146
529	0.7731167681
530	0.7729476507
531	0.7728300208
532	0.7726786201
533	0.7725352807
534	0.7723742599
535	0.7722866533
536	0.7720663989
537	0.771967012
538	0.7718426408
539	0.7717470314
540	0.7716246832
541	0.7714932371
542	0.7713480868
543	0.771230812
544	0.7710777974
545	0.7708852865
546	0.7707739712
547	0.7706725866
548	0.7706092559
549	0.770507385
550	0.77044202
551	0.7702424669
552	0.7700568357
553	0.7699485721
554	0.7698477468
555	0.7696548111
556	0.7695212812
557	0.7694198902
558	0.7693133563
559	0.7691010529
560	0.7690213569
561	0.7688799327
562	0.7686990744
563	0.7685085477
564	0.7683043629
565	0.7681375065
566	0.7680382351
567	0.7679268515
568	0.7677691923
569	0.7676275949
570	0.7674823325
571	0.767367149
572	0.7672909056
573	0.7671175271
574	0.7669864573
575	0.7668996217
576	0.7667405151
577	0.7666428229
578	0.7665232818
579	0.7664060071
580	0.7662414083
581	0.7660953565
582	0.7658766279
583	0.7657832987
584	0.7656590064
585	0.7655653382
586	0.765468977
587	0.7653216099
588	0.7651836569
589	0.7650722627
590	0.7649509467
591	0.7648561929
592	0.7646916515
593	0.7645633355
594	0.7644575853
595	0.7643286284
596	0.7642490044
597	0.7640610201
598	0.7639639675
599	0.7638215185
600	0.7636682107
601	0.7635855928
602	0.7634602585
603	0.7633451407
604	0.7632629974
605	0.7631303503
606	0.7629954032
607	0.7628710196
608	0.76269328
609	0.7625450498
610	0.7624637061
611	0.7623973132
612	0.7622778094
613	0.7621529682
614	0.7619488663
615	0.7618551077
616	0.7617701969
617	0.7616598465
618	0.7615231175
619	0.7614341335
620	0.7612664145
621	0.7610804602
622	0.7609916848
623	0.7608477314
624	0.7607376057
625	0.7606401143
626	0.7605495787
627	0.7603957141
628	0.7602763
629	0.7601820681
630	0.7600008915
631	0.7598845646
632	0.7598016461
633	0.7596439368
634	0.7595326416
635	0.7593367181
636	0.7592326092
637	0.7590964301
638	0.7590326148
639	0.7588503138
640	0.7586818321
641	0.7585402113
642	0.7583727205
643	0.7581863433
644	0.7580692434
645	0.7579486874
646	0.7578543809
647	0.7577974871
648	0.7576203767
649	0.7574084629
650	0.7572648127
651	0.7570572089
652	0.7569105751
653	0.7568013895
654	0.756688984
655	0.7565855156
656	0.7564344958
657	0.7563206914
658	0.7561892866
659	0.7560900785
660	0.7559927988
661	0.7557589497
662	0.7556490277
663	0.7554963386
664	0.7553756167
665	0.755199478
666	0.7551266499
667	0.7550012218
668	0.754868676
669	0.7547138177
670	0.7546199397
671	0.7545286316
672	0.7544604108
673	0.7543821075
674	0.7542544594
675	0.754073838
676	0.7539266786
677	0.753831653
678	0.7536842992
679	0.7535967788
680	0.7534466751
681	0.7532198868
682	0.7531600077
683	0.7529724552
684	0.7528816513
685	0.7527593341
686	0.7525847567
687	0.7524405621
688	0.7523052579
689	0.7521773981
690	0.7520763736
691	0.751906067
692	0.7517564649
693	0.7516496606
694	0.7515353961
695	0.7514231913
696	0.7512873175
697	0.7510891349
698	0.750994766
699	0.7508774399
700	0.7506605318
701	0.750495641
702	0.7504079249
703	0.7502562661
704	0.7501061081
705	0.7499804386
706	0.7498740537
707	0.7497979068
708	0.7496540412
709	0.749574461
710	0.7494744114
711	0.7493695944
712	0.7492497713
713	0.7491611619
714	0.7490976651
715	0.7490055497
716	0.7488692726
717	0.7487160973
718	0.7486298577
719	0.7484686509
720	0.7483326933
721	0.7481937844
722	0.7480875429
723	0.7479843103
724	0.7478570781
725	0.7477219987
726	0.7476108194
727	0.7474435728
728	0.7473429818
729	0.7472057006
730	0.7470621624
731	0.7469078312
732	0.7468433976
733	0.7467748218
734	0.7466323732
735	0.7464901342
736	0.7462982784
737	0.7461729775
738	0.746074027
739	0.7459535411
740	0.7458316354
741	0.7457102433
742	0.7456348677
743	0.7455304522
744	0.745429987
745	0.7453192967
746	0.745234947
747	0.7451316962
748	0.7450008139
749	0.7448848552
750	0.7447296294
751	0.744639099
752	0.7444755238
753	0.7443910334
754	0.7443043729
755	0.744196333
756	0.7441482614
757	0.7440519174
758	0.7439465478
759	0.7438846092
760	0.7437681781
761	0.743685038
762	0.7435743052
763	0.7434227302
764	0.7432866876
765	0.7431723474
766	0.7430533918
767	0.7429571
768	0.7428387612
769	0.7426515047
770	0.7425044389
771	0.7423976509
772	0.7422862824
773	0.7421093017
774	0.7419999614
775	0.7418654147
776	0.7417387043
777	0.7416070464
778	0.7414264793
779	0.7412350715
780	0.7411185999
781	0.7409806676
782	0.7408592828
783	0.7407828288
784	0.7406928323
785	0.7405780628
786	0.7404932595
787	0.740393071
788	0.740311114
789	0.7401896715
790	0.7400820229
791	0.73990701
792	0.7397929915
793	0.739640386
794	0.7394718982
795	0.7393642149
796	0.7391904193
797	0.7390316426
798	0.738947776
799	0.7388459033
800	0.7387644539
801	0.7386624211
802	0.7385892453
803	0.7384676459
804	0.7383294677
805	0.7381880266
806	0.738022462
807	0.7378824954
808	0.7378451448
809	0.7377439339
810	0.7376076181
811	0.7375196147
812	0.737439188
813	0.7372925687
814	0.7371796241
815	0.7370854122
816	0.7369898156
817	0.7368888204
818	0.7368016818
819	0.7367092477
820	0.7366199294
821	0.736524021
822	0.7363827909
823	0.7363231021
824	0.7362444996
825	0.7361407567
826	0.7360125404
827	0.7359185667
828	0.7357492769
829	0.7356003902
830	0.7355174824
831	0.7354212195
832	0.7353684809
833	0.7353058619
834	0.7351844405
835	0.735097352
836	0.7349830173
837	0.7348851329
838	0.7347296092
839	0.7346239954
840	0.7345422642
841	0.7344167928
842	0.7342943293
843	0.7342211414
844	0.7341597339
845	0.7340420219
846	0.7339670054
847	0.7338589469
848	0.7338275894
849	0.7337325667
850	0.7336505082
851	0.7335539899
852	0.7334490627
853	0.7333227473
854	0.7332292099
855	0.7331293715
856	0.7330131456
857	0.7329420519
858	0.7328642913
859	0.7327146492
860	0.7326104216
861	0.7324848146
862	0.7323360629
863	0.7322697121
864	0.732122762
865	0.7319637311
866	0.7318433398
867	0.731688118
868	0.7315930612
869	0.7314651514
870	0.7313452558
871	0.7312553255
872	0.7310859151
873	0.7309826659
874	0.7308163198
875	0.7306022755
876	0.7304902565
877	0.7303988125
878	0.7302977496
879	0.7302136116
880	0.7301176641
881	0.7299876487
882	0.7298485528
883	0.7297771695
884	0.7297055612
885	0.7295639073
886	0.7294410208
887	0.7292986082
888	0.7291713734
889	0.7289980126
890	0.7289102213
891	0.7287775187
892	0.728659016
893	0.728575518
894	0.7284947824
895	0.7283974471
896	0.7282022383
897	0.7281432421
898	0.7280376446
899	0.7279409541
900	0.7278800236
901	0.7277826714
902	0.7276582004
903	0.7275728691
904	0.727480275
905	0.7273839804
906	0.7272237563
907	0.7270726293
908	0.7270005504
909	0.7269153028
910	0.7268510318
911	0.7267401113
912	0.7266849859
913	0.726583059
914	0.7263697381
915	0.7262958746
916	0.7261859808
917	0.7260622991
918	0.7259409727
919	0.7258440486
920	0.7257879759
921	0.725694498
922	0.7255121322
923	0.7254236637
924	0.725330415
925	0.7251893574
926	0.725122455
927	0.7250198334
928	0.7249021198
929	0.7248373674
930	0.7246739289
931	0.7245713605
932	0.7244711498
933	0.7243292773
934	0.7242099555
935	0.7241291712
936	0.7240588436
937	0.7239202737
938	0.7238276683
939	0.7237395354
940	0.723637277
941	0.7235669318
942	0.7234751424
943	0.7233937533
944	0.7232799715
945	0.7231741242
946	0.7230182525
947	0.7228898495
948	0.722787
949	0.7226966137
950	0.7225643554
951	0.7224721193
952	0.7223771425
953	0.7222924337
954	0.7221840957
955	0.7221095668
956	0.7220465645
957	0.721972459
958	0.7217908615
959	0.7217245322
960	0.7216168694
961	0.7214950855
962	0.7213329028
963	0.7211740766
964	0.7210846951
965	0.7209511883
966	0.7208188426
967	0.7206802547
968	0.7206068062
969	0.7204879915
970	0.7203539325
971	0.720242105
972	0.7200901039
973	0.7199914365
974	0.7198822836
975	0.7197010613
976	0.7196163813
977	0.7195404654
978	0.719425128
979	0.7193209058
980	0.7192590151
981	0.7191680854
982	0.7191336567
983	0.7190242532
984	0.7188839286
985	0.718776175
986	0.718649733
987	0.7184966535
988	0.7183441774
989	0.7182448143
990	0.7181556305
991	0.7180359074
992	0.7179510555
993	0.7178596111
994	0.7177940587
995	0.717686879
996	0.7174966645
997	0.7174173963
998	0.7173689323
999	0.7172436947
1000	0.7171340253
1001	0.7169908832
1002	0.7169242872
1003	0.7167813429
1004	0.7166646274
1005	0.7165820337
1006	0.7164533535
1007	0.716377402
1008	0.7162556889
1009	0.716174711
1010	0.7160917233
1011	0.7159419059
1012	0.7158317485
1013	0.7157213046
1014	0.7156202509
1015	0.7155285651
1016	0.71546843
1017	0.7153847703
1018	0.7153044182
1019	0.7152393095
1020	0.7151402855
1021	0.7150631271
1022	0.7149625034
1023	0.7148594927
1024	0.7147602139
1025	0.7146698357
1026	0.7145849413
1027	0.7144594972
1028	0.7143740683
1029	0.7142812441
1030	0.7141300714
1031	0.7140090655
1032	0.7139478516
1033	0.7138519613
1034	0.7137398593
1035	0.7136539231
1036	0.7135515082
1037	0.7134500495
1038	0.7133761062
1039	0.7132665462
1040	0.7131827229
1041	0.7131163688
1042	0.7130274147
1043	0.7129246594
1044	0.7128646251
1045	0.7127364127
1046	0.7126398922
1047	0.712554793
1048	0.7124550492
1049	0.712344674
1050	0.7121889419
1051	0.7120935939
1052	0.7120144455
1053	0.7119090796
1054	0.7118018043
1055	0.7116264766
1056	0.7114779351
1057	0.7113951033
1058	0.7112892833
1059	0.7112299045
1060	0.7111207765
1061	0.7110218525
1062	0.7109222898
1063	0.7108485219
1064	0.7107452223
1065	0.7106884976
1066	0.7106140602
1067	0.7105356001
1068	0.7104154162
1069	0.7102435446
1070	0.7101577668
1071	0.7100527872
1072	0.709954472
1073	0.7098250363
1074	0.7097397448
1075	0.7096267381
1076	0.7094596386
1077	0.709345446
1078	0.7092559239
1079	0.7091847311
1080	0.7091049246
1081	0.7090426645
1082	0.708929678
1083	0.7088085008
1084	0.7086826948
1085	0.7086203093
1086	0.7085463
1087	0.7084170295
1088	0.7083239863
1089	0.7082233284
1090	0.708148038
1091	0.7080163056
1092	0.7079313907
1093	0.7078848085
1094	0.7078366231
1095	0.7077454347
1096	0.7076103682
1097	0.7075185996
1098	0.7073831335
1099	0.7072970282
1100	0.7072179612
1101	0.7071648491
1102	0.707080085
1103	0.7069869728
1104	0.7068899581
1105	0.7067893562
1106	0.7067078992
1107	0.7065844976
1108	0.7064794206
1109	0.7063472554
1110	0.7062604518
1111	0.7061759367
1112	0.7060963114
1113	0.7060028276
1114	0.7059049419
1115	0.7058271397
1116	0.7056813043
1117	0.7055815773
1118	0.7053904601
1119	0.7052766655
1120	0.705133114
1121	0.7050609898
1122	0.7049147502
1123	0.7048505103
1124	0.7047351972
1125	0.7046366839
1126	0.7045370181
1127	0.7044288936
1128	0.7043415304
1129	0.7042762571
1130	0.7042103458
1131	0.7040710352
1132	0.7039659594
1133	0.7039116185
1134	0.7038600928
1135	0.7037618447
1136	0.7037082801
1137	0.7035729125
1138	0.7035048947
1139	0.7034421351
1140	0.7033457272
1141	0.7032504485
1142	0.7031188961
1143	0.7030023058
1144	0.702913542
1145	0.7028313335
1146	0.7026934247
1147	0.7026153389
1148	0.7025507994
1149	0.7024537716
1150	0.7023534199
1151	0.7022567553
1152	0.7021909789
1153	0.7020811126
1154	0.7019702714
1155	0.7018939235
1156	0.7017566876
1157	0.7016766013
1158	0.7015848924
1159	0.701506718
1160	0.701422481
1161	0.7013257948
1162	0.701251162
1163	0.7011888279
1164	0.7010759499
1165	0.7010042772
1166	0.7009123752
1167	0.700826196
1168	0.7007039418
1169	0.7005678851
1170	0.7004525714
1171	0.7003011512
1172	0.700227991
1173	0.7001236717
1174	0.7000435552
1175	0.6999334278
1176	0.6998540335
1177	0.6997180504
1178	0.6996140892
1179	0.6995398436
1180	0.6994322708
1181	0.6993045299
1182	0.6992612537
1183	0.6991686398
1184	0.6990825021
1185	0.6989862977
1186	0.698847943
1187	0.6987542291
1188	0.6986633375
1189	0.6985699994
1190	0.6984746758
1191	0.6983790468
1192	0.6982856759
1193	0.6982280818
1194	0.6981112548
1195	0.6980175018
1196	0.6978855326
1197	0.697782989
1198	0.6976743893
1199	0.697587193
1200	0.6974972716
1201	0.6974162138
1202	0.6972788709
1203	0.6972131742
1204	0.6971133142
1205	0.6970105893
1206	0.696909053
1207	0.6968320399
1208	0.6967527851
1209	0.696699172
1210	0.6966041146
1211	0.6965433822
1212	0.6964722054
1213	0.6964165276
1214	0.6962848367
1215	0.6961734746
1216	0.6960912276
1217	0.6959168981
1218	0.6957733518
1219	0.6956717695
1220	0.6955028452
1221	0.6954054989
1222	0.6952968073
1223	0.6951975367
1224	0.6950872545
1225	0.6949774961
1226	0.694859732
1227	0.6947269821
1228	0.6946778093
1229	0.6946048135
1230	0.6945308104
1231	0.6944099829
1232	0.6943063076
1233	0.6942431043
1234	0.6942116052
1235	0.6941508982
1236	0.6940009787
1237	0.6939010209
1238	0.6938056627
1239	0.6937117636
1240	0.6935902923
1241	0.6935151079
1242	0.6934050814
1243	0.6933411574
1244	0.6932639945
1245	0.6931305737
1246	0.6930372983
1247	0.6929557785
1248	0.692832622
1249	0.692735726
1250	0.6926207899
1251	0.692497814
1252	0.6923700368
1253	0.6923006124
1254	0.6921810367
1255	0.6920059112
1256	0.6918527398
1257	0.6917617745
1258	0.6916735995
1259	0.6915214599
1260	0.6914457365
1261	0.6913422137
1262	0.6912687992
1263	0.6911790928
1264	0.691025117
1265	0.6909240609
1266	0.6908579333
1267	0.6907396757
1268	0.690583711
1269	0.6904949892
1270	0.6904241503
1271	0.6903802462
1272	0.6903243769
1273	0.6902868924
1274	0.69018177
1275	0.6901183217
1276	0.6900361068
1277	0.6899506795
1278	0.6898327365
1279	0.6897159611
1280	0.6896295544
1281	0.6895719693
1282	0.6895099016
1283	0.6894306215
1284	0.6893066417
1285	0.6892462195
1286	0.6891422636
1287	0.6890579651
1288	0.6889689201
1289	0.6888596897
1290	0.6887902567
1291	0.6887088953
1292	0.6886417801
1293	0.6885765918
1294	0.6884574972
1295	0.688337413
1296	0.6882265844
1297	0.6881195333
1298	0.6880443175
1299	0.6879496591
1300	0.6878441187
1301	0.6877348873
1302	0.6876417876
1303	0.6875465614
1304	0.6874387924
1305	0.6873118825
1306	0.6872244143
1307	0.6871240881
1308	0.6870174748
1309	0.6869436659
1310	0.686855175
1311	0.6867636309
1312	0.6867218402
1313	0.6866476067
1314	0.6865204749
1315	0.6864268668
1316	0.6863508463
1317	0.6862545526
1318	0.6861662186
1319	0.6860337997
1320	0.6859419436
1321	0.6858723352
1322	0.6858134845
1323	0.6856830474
1324	0.6856293879
1325	0.6855270689
1326	0.6854392382
1327	0.6853324739
1328	0.6852232946
1329	0.6851611974
1330	0.6850641267
1331	0.6850082438
1332	0.6849290994
1333	0.6848567688
1334	0.6847940659
1335	0.6847341653
1336	0.6846202814
1337	0.6845178606
1338	0.6844210541
1339	0.6843388932
1340	0.6842517409
1341	0.6842151699
1342	0.6840876984
1343	0.6840012033
1344	0.6838448116
1345	0.6837567049
1346	0.6837187041
1347	0.6836067591
1348	0.6835357804
1349	0.6834174625
1350	0.6833050069
1351	0.6832258776
1352	0.683157391
1353	0.6830672808
1354	0.6829879885
1355	0.6829246563
1356	0.6828319044
1357	0.6827768407
1358	0.6826954513
1359	0.6826364661
1360	0.6825391564
1361	0.6823520653
1362	0.6822996869
1363	0.6821364267
1364	0.682057298
1365	0.6820009655
1366	0.6819150695
1367	0.6817822669
1368	0.6817020479
1369	0.68160855
1370	0.6814967082
1371	0.6814130422
1372	0.6813105979
1373	0.6811878598
1374	0.6810911384
1375	0.6810145961
1376	0.6809432758
1377	0.6808779583
1378	0.680776932
1379	0.6806166939
1380	0.6804779504
1381	0.6803869338
1382	0.6803260123
1383	0.6801703634
1384	0.6800882178
1385	0.680036964
1386	0.6799201906
1387	0.6798033448
1388	0.6797284416
1389	0.679655055
1390	0.6795449418
1391	0.6794686118
1392	0.67932681
1393	0.6792269429
1394	0.6791693259
1395	0.6790974693
1396	0.6790286731
1397	0.678882564
1398	0.6787520098
1399	0.6786746338
1400	0.6785547022
1401	0.6785058947
1402	0.6783480309
1403	0.6782427546
1404	0.6781323129
1405	0.6780444947
1406	0.677897794
1407	0.6778513768
1408	0.6777782729
1409	0.6776635258
1410	0.6775690465
1411	0.6774709977
1412	0.6774036626
1413	0.6772846277
1414	0.6771885644
1415	0.6771235486
1416	0.6770212527
1417	0.6769409405
1418	0.6768708915
1419	0.6767780292
1420	0.6766762829
1421	0.6765799922
1422	0.6764800218
1423	0.6763776046
1424	0.6762729275
1425	0.6761729985
1426	0.6761008976
1427	0.6760058015
1428	0.6759301475
1429	0.6758403438
1430	0.6757417088
1431	0.6756454187
1432	0.6755447912
1433	0.6754424377
1434	0.6753242496
1435	0.6752434342
1436	0.6751720103
1437	0.675097774
1438	0.6749902385
1439	0.674896848
1440	0.6748235296
1441	0.6747102866
1442	0.6746202666
1443	0.6745389968
1444	0.674448455
1445	0.6743483689
1446	0.6742705565
1447	0.6741970829
1448	0.6740966424
1449	0.6740073193
1450	0.6739507973
1451	0.6739134904
1452	0.6738134349
1453	0.6737140138
1454	0.6736283408
1455	0.6734999504
1456	0.673409538
1457	0.6733417253
1458	0.673272346
1459	0.6731813128
1460	0.673108807
1461	0.6730477343
1462	0.6729342098
1463	0.6728645106
1464	0.6727697936
1465	0.672649924
1466	0.6725650133
1467	0.6724581529
1468	0.6723656217
1469	0.6723271067
1470	0.6722681483
1471	0.6721857586
1472	0.6720902465
1473	0.6719873715
1474	0.6719014738
1475	0.6718428921
1476	0.6717878246
1477	0.6716953087
1478	0.6716286841
1479	0.6715511757
1480	0.6714885652
1481	0.6713902856
1482	0.6712959608
1483	0.6711611961
1484	0.6710485797
1485	0.6709889117
1486	0.670866248
1487	0.6707763618
1488	0.670635355
1489	0.6705738147
1490	0.6704800994
1491	0.670422003
1492	0.6703363741
1493	0.6702654988
1494	0.6701652086
1495	0.6700953959
1496	0.669948792
1497	0.6699076252
1498	0.6698385341
1499	0.669791572
