iter	Passed	Remaining
539	5636	10020
540	5647	10010
541	5659	10003
542	5670	9994
543	5681	9983
544	5691	9973
545	5702	9963
546	5712	9952
547	5724	9943
548	5734	9933
549	5746	9926
550	5779	9954
551	5815	9987
552	5842	10005
553	5857	10002
554	5877	10007
555	5919	10050
556	5936	10050
557	5951	10046
558	5964	10040
559	5978	10035
560	5993	10032
561	6008	10027
562	6022	10023
563	6037	10020
564	6062	10033
565	6075	10025
566	6087	10016
567	6098	10006
568	6109	9996
569	6120	9985
570	6131	9975
571	6141	9964
572	6152	9953
573	6163	9943
574	6174	9932
575	6185	9922
576	6196	9911
577	6206	9900
578	6217	9889
579	6228	9879
580	6239	9869
581	6250	9858
582	6260	9847
583	6271	9836
584	6282	9826
585	6293	9815
586	6304	9805
587	6318	9799
588	6330	9791
589	6341	9780
590	6352	9770
591	6363	9760
592	6374	9750
593	6385	9739
594	6396	9728
595	6407	9718
596	6418	9707
597	6429	9697
598	6440	9686
599	6450	9676
600	6462	9666
601	6473	9656
602	6484	9646
603	6496	9636
604	6507	9626
605	6518	9616
606	6530	9607
607	6541	9597
608	6555	9590
609	6572	9588
610	6595	9596
611	6608	9588
612	6621	9580
613	6635	9574
614	6650	9570
615	6685	9593
616	6700	9588
617	6715	9583
618	6735	9586
619	6749	9579
620	6764	9574
621	6779	9569
622	6792	9561
623	6804	9551
624	6815	9541
625	6826	9531
626	6838	9521
627	6850	9512
628	6863	9504
629	6878	9499
630	6893	9493
631	6908	9487
632	6922	9481
633	6937	9475
634	6950	9468
635	6964	9460
636	6977	9453
637	6991	9446
638	7006	9440
639	7020	9433
640	7034	9426
641	7048	9419
642	7061	9411
643	7076	9406
644	7089	9397
645	7100	9386
646	7111	9375
647	7121	9363
648	7132	9352
649	7142	9340
650	7153	9328
651	7164	9317
652	7174	9305
653	7185	9295
654	7196	9283
655	7207	9272
656	7218	9261
657	7229	9251
658	7241	9241
659	7253	9231
660	7269	9227
661	7315	9260
662	7328	9251
663	7339	9240
664	7351	9230
665	7362	9219
666	7372	9207
667	7384	9198
668	7395	9186
669	7406	9175
670	7420	9168
671	7432	9158
672	7444	9147
673	7454	9135
674	7464	9123
675	7475	9112
676	7486	9101
677	7497	9089
678	7507	9077
679	7518	9065
680	7528	9054
681	7540	9044
682	7551	9032
683	7561	9021
684	7572	9009
685	7585	9001
686	7596	8989
687	7608	8979
688	7619	8968
689	7630	8958
690	7646	8951
691	7660	8945
692	7673	8935
693	7692	8933
694	7707	8926
695	7721	8919
696	7734	8911
697	7750	8905
698	7764	8897
699	7779	8890
700	7793	8883
701	7810	8878
702	7826	8873
703	7840	8865
704	7856	8859
705	7867	8848
706	7880	8838
707	7892	8829
708	7906	8821
709	7919	8811
710	7931	8801
711	7946	8794
712	7961	8787
713	7975	8779
714	7989	8771
715	8001	8761
716	8014	8752
717	8029	8744
718	8043	8737
719	8058	8729
720	8074	8723
721	8088	8716
722	8102	8707
723	8115	8698
724	8131	8692
725	8145	8683
726	8158	8674
727	8171	8665
728	8185	8656
729	8198	8647
730	8208	8635
731	8219	8623
732	8229	8611
733	8239	8599
734	8250	8587
735	8261	8576
736	8272	8564
737	8284	8553
738	8299	8547
739	8315	8540
740	8330	8532
741	8344	8524
742	8357	8514
743	8368	8503
744	8378	8491
745	8389	8479
746	8399	8467
747	8411	8456
748	8422	8444
749	8433	8433
750	8443	8421
751	8453	8408
752	8464	8396
753	8475	8385
754	8486	8373
755	8496	8361
756	8506	8349
757	8516	8336
758	8527	8324
759	8537	8312
760	8547	8300
761	8560	8290
762	8570	8278
763	8580	8266
764	8591	8254
765	8601	8242
766	8616	8234
767	8628	8223
768	8639	8212
769	8649	8200
770	8660	8188
771	8671	8177
772	8683	8166
773	8698	8159
774	8713	8151
775	8724	8139
776	8734	8127
777	8745	8115
778	8755	8103
779	8766	8092
780	8781	8084
781	8796	8076
782	8808	8065
783	8818	8053
784	8828	8041
785	8839	8029
786	8849	8017
787	8860	8005
788	8870	7993
789	8880	7981
790	8891	7969
791	8902	7958
792	8912	7945
793	8922	7933
794	8932	7921
795	8943	7910
796	8955	7898
797	8973	7893
798	8987	7885
799	9016	7889
800	9029	7879
801	9043	7870
802	9058	7862
803	9076	7857
804	9098	7855
805	9112	7846
806	9131	7841
807	9147	7834
808	9159	7823
809	9175	7816
810	9189	7806
811	9201	7796
812	9212	7784
813	9223	7773
814	9234	7761
815	9245	7750
816	9256	7738
817	9266	7726
818	9278	7714
819	9288	7702
820	9298	7690
821	9309	7678
822	9319	7666
823	9332	7656
824	9343	7644
825	9360	7638
826	9373	7627
827	9384	7616
828	9398	7607
829	9411	7597
830	9425	7587
831	9438	7577
832	9451	7568
833	9465	7558
834	9479	7549
835	9493	7540
836	9506	7530
837	9520	7520
838	9534	7511
839	9548	7502
840	9564	7494
841	9578	7485
842	9594	7477
843	9607	7467
844	9619	7456
845	9630	7445
846	9642	7433
847	9655	7423
848	9666	7411
849	9677	7400
850	9690	7389
851	9703	7380
852	9714	7368
853	9726	7357
854	9736	7345
855	9748	7333
856	9759	7322
857	9770	7310
858	9781	7299
859	9791	7286
860	9801	7274
861	9812	7262
862	9823	7250
863	9833	7238
864	9843	7226
865	9853	7213
866	9864	7202
867	9874	7189
868	9885	7177
869	9895	7165
870	9905	7153
871	9916	7141
872	9927	7129
873	9938	7118
874	9949	7106
875	9960	7095
876	9972	7084
877	9983	7072
878	9994	7060
879	10004	7048
880	10014	7036
881	10025	7024
882	10036	7013
883	10047	7001
884	10057	6989
885	10068	6977
886	10079	6965
887	10089	6953
888	10100	6941
889	10110	6929
890	10121	6917
891	10131	6905
892	10141	6893
893	10151	6881
894	10162	6869
895	10172	6857
896	10182	6845
897	10193	6833
898	10203	6821
899	10213	6809
900	10224	6797
901	10235	6785
902	10245	6773
903	10256	6761
904	10266	6749
905	10276	6737
906	10286	6725
907	10297	6713
908	10307	6701
909	10317	6689
910	10328	6677
911	10338	6665
912	10348	6653
913	10359	6641
914	10369	6629
915	10379	6617
916	10389	6605
917	10400	6593
918	10410	6581
919	10420	6569
920	10430	6557
921	10440	6545
922	10450	6532
923	10460	6520
924	10470	6508
925	10480	6496
926	10490	6484
927	10500	6472
928	10510	6460
929	10520	6448
930	10531	6436
931	10541	6424
932	10551	6412
933	10562	6400
934	10572	6388
935	10583	6377
936	10594	6365
937	10605	6354
938	10615	6342
939	10626	6330
940	10636	6318
941	10646	6306
942	10658	6295
943	10668	6283
944	10680	6272
945	10697	6264
946	10708	6253
947	10719	6241
948	10730	6230
949	10741	6218
950	10752	6207
951	10763	6195
952	10773	6183
953	10784	6172
954	10795	6160
955	10805	6148
956	10817	6137
957	10828	6126
958	10838	6114
959	10849	6102
960	10860	6091
961	10871	6079
962	10882	6068
963	10893	6057
964	10904	6045
965	10915	6033
966	10925	6022
967	10936	6010
968	10947	5998
969	10957	5987
970	10967	5975
971	10978	5963
972	10988	5951
973	10998	5939
974	11008	5927
975	11019	5915
976	11029	5904
977	11039	5891
978	11048	5880
979	11059	5868
980	11069	5856
981	11079	5844
982	11089	5832
983	11099	5820
984	11110	5808
985	11120	5796
986	11130	5785
987	11141	5773
988	11151	5761
989	11161	5749
990	11171	5737
991	11181	5726
992	11192	5714
993	11214	5708
994	11227	5698
995	11237	5686
996	11248	5674
997	11258	5663
998	11268	5651
999	11278	5639
1000	11289	5627
1001	11299	5615
1002	11309	5604
1003	11321	5592
1004	11331	5581
1005	11341	5569
1006	11351	5557
1007	11395	5561
1008	11413	5553
1009	11432	5546
1010	11445	5535
1011	11456	5524
1012	11467	5512
1013	11480	5502
1014	11490	5490
1015	11502	5479
1016	11513	5468
1017	11526	5457
1018	11537	5446
1019	11549	5434
1020	11560	5423
1021	11572	5412
1022	11584	5401
1023	11596	5390
1024	11612	5381
1025	11658	5386
1026	11686	5382
1027	11717	5379
1028	11728	5368
1029	11742	5358
1030	11758	5349
1031	11771	5338
1032	11782	5326
1033	11793	5315
1034	11805	5303
1035	11816	5292
1036	11826	5280
1037	11836	5268
1038	11849	5257
1039	11860	5245
1040	11870	5234
1041	11881	5222
1042	11891	5210
1043	11903	5199
1044	11913	5187
1045	11924	5175
1046	11936	5164
1047	11954	5155
1048	11970	5146
1049	11987	5137
1050	12005	5128
1051	12019	5118
1052	12034	5108
1053	12048	5098
1054	12062	5088
1055	12073	5076
1056	12088	5066
1057	12101	5055
1058	12112	5044
1059	12124	5032
1060	12135	5021
1061	12145	5009
1062	12156	4997
1063	12167	4985
1064	12178	4974
1065	12188	4962
1066	12200	4951
1067	12211	4939
1068	12222	4927
1069	12233	4916
1070	12244	4904
1071	12255	4892
1072	12265	4881
1073	12276	4869
1074	12287	4857
1075	12297	4845
1076	12307	4833
1077	12317	4822
1078	12328	4810
1079	12338	4798
1080	12348	4786
1081	12358	4774
1082	12368	4762
1083	12379	4750
1084	12389	4738
1085	12399	4726
1086	12409	4715
1087	12421	4703
1088	12431	4691
1089	12442	4680
1090	12452	4668
1091	12462	4656
1092	12472	4644
1093	12482	4632
1094	12492	4620
1095	12503	4608
1096	12513	4597
1097	12524	4585
1098	12534	4573
1099	12544	4561
1100	12555	4550
1101	12566	4538
1102	12576	4526
1103	12587	4515
1104	12598	4503
1105	12613	4493
1106	12637	4486
1107	12652	4476
1108	12667	4466
1109	12683	4456
1110	12702	4447
1111	12718	4437
1112	12737	4428
1113	12754	4419
1114	12766	4408
1115	12788	4400
1116	12801	4389
1117	12815	4378
1118	12830	4368
1119	12844	4357
1120	12858	4347
1121	12872	4336
1122	12886	4326
1123	12899	4315
1124	12914	4304
1125	12928	4294
1126	12942	4283
1127	12954	4272
1128	12964	4260
1129	12975	4248
1130	12985	4236
1131	12995	4224
1132	13006	4212
1133	13016	4201
1134	13027	4189
1135	13038	4177
1136	13052	4167
1137	13063	4155
1138	13075	4144
1139	13085	4132
1140	13096	4120
1141	13107	4109
1142	13118	4097
1143	13128	4085
1144	13139	4073
1145	13149	4062
1146	13161	4050
1147	13172	4039
1148	13184	4027
1149	13194	4015
1150	13206	4004
1151	13216	3992
1152	13227	3980
1153	13242	3970
1154	13252	3958
1155	13264	3947
1156	13274	3935
1157	13286	3923
1158	13298	3912
1159	13310	3901
1160	13321	3889
1161	13332	3878
1162	13343	3866
1163	13355	3855
1164	13365	3843
1165	13375	3831
1166	13386	3819
1167	13396	3807
1168	13406	3796
1169	13416	3784
1170	13427	3772
1171	13437	3760
1172	13447	3748
1173	13458	3737
1174	13468	3725
1175	13478	3713
1176	13488	3701
1177	13498	3689
1178	13509	3678
1179	13519	3666
1180	13530	3654
1181	13540	3642
1182	13550	3631
1183	13560	3619
1184	13571	3607
1185	13581	3595
1186	13591	3584
1187	13602	3572
1188	13621	3562
1189	13644	3554
1190	13666	3545
1191	13686	3536
1192	13706	3527
1193	13727	3518
1194	13751	3509
1195	13767	3499
1196	13783	3489
1197	13803	3479
1198	13822	3470
1199	13836	3459
1200	13847	3447
1201	13859	3435
1202	13871	3424
1203	13882	3412
1204	13893	3401
1205	13904	3389
1206	13914	3377
1207	13925	3366
1208	13936	3354
1209	13947	3342
1210	13958	3331
1211	13973	3320
1212	13987	3309
1213	14000	3298
1214	14013	3287
1215	14024	3275
1216	14036	3264
1217	14047	3252
1218	14060	3241
1219	14073	3229
1220	14084	3218
1221	14095	3206
1222	14107	3195
1223	14117	3183
1224	14128	3171
1225	14138	3159
1226	14149	3148
1227	14159	3136
1228	14169	3124
1229	14180	3112
1230	14190	3101
1231	14201	3089
1232	14211	3077
1233	14222	3065
1234	14233	3054
1235	14243	3042
1236	14253	3030
1237	14264	3018
1238	14274	3007
1239	14285	2995
1240	14296	2983
1241	14307	2972
1242	14317	2960
1243	14328	2948
1244	14339	2936
1245	14349	2925
1246	14359	2913
1247	14369	2901
1248	14379	2889
1249	14390	2878
1250	14400	2866
1251	14410	2854
1252	14421	2842
1253	14431	2831
1254	14442	2819
1255	14453	2807
1256	14463	2796
1257	14473	2784
1258	14483	2772
1259	14494	2760
1260	14504	2749
1261	14514	2737
1262	14528	2726
1263	14542	2715
1264	14555	2703
1265	14565	2692
1266	14576	2680
1267	14586	2668
1268	14596	2657
1269	14607	2645
1270	14617	2633
1271	14627	2621
1272	14720	2624
1273	14741	2615
1274	14783	2608
1275	14810	2600
1276	14831	2590
1277	14871	2583
1278	14885	2572
1279	14896	2560
1280	14908	2548
1281	14925	2538
1282	14936	2526
1283	14946	2514
1284	14957	2502
1285	14967	2490
1286	14977	2478
1287	14987	2466
1288	14997	2455
1289	15007	2443
1290	15017	2431
1291	15028	2419
1292	15039	2407
1293	15050	2395
1294	15062	2384
1295	15073	2372
1296	15084	2360
1297	15095	2349
1298	15106	2337
1299	15116	2325
1300	15126	2313
1301	15136	2301
1302	15146	2290
1303	15156	2278
1304	15167	2266
1305	15178	2254
1306	15189	2243
1307	15201	2231
1308	15213	2219
1309	15224	2208
1310	15237	2196
1311	15247	2184
1312	15257	2173
1313	15268	2161
1314	15278	2149
1315	15288	2137
1316	15299	2125
1317	15310	2114
1318	15321	2102
1319	15334	2091
1320	15345	2079
1321	15355	2067
1322	15365	2055
1323	15376	2043
1324	15386	2032
1325	15397	2020
1326	15407	2008
1327	15418	1996
1328	15430	1985
1329	15443	1973
1330	15453	1962
1331	15464	1950
1332	15474	1938
1333	15485	1926
1334	15495	1915
1335	15505	1903
1336	15515	1891
1337	15526	1879
1338	15537	1868
1339	15550	1856
1340	15561	1845
1341	15572	1833
1342	15582	1821
1343	15592	1809
1344	15603	1798
1345	15613	1786
1346	15624	1774
1347	15634	1762
1348	15644	1751
1349	15655	1739
1350	15666	1727
1351	15677	1716
1352	15688	1704
1353	15700	1692
1354	15711	1681
1355	15721	1669
1356	15731	1657
1357	15744	1646
1358	15755	1634
1359	15767	1623
1360	15777	1611
1361	15788	1599
1362	15803	1588
1363	15815	1576
1364	15826	1565
1365	15837	1553
1366	15847	1541
1367	15857	1530
1368	15867	1518
1369	15878	1506
1370	15889	1495
1371	15899	1483
1372	15909	1471
1373	15920	1459
1374	15931	1448
1375	15941	1436
1376	15951	1424
1377	15961	1413
1378	15972	1401
1379	15982	1389
1380	15993	1378
1381	16004	1366
1382	16016	1354
1383	16027	1343
1384	16037	1331
1385	16047	1319
1386	16058	1308
1387	16069	1296
1388	16080	1285
1389	16090	1273
1390	16101	1261
1391	16112	1250
1392	16124	1238
1393	16135	1226
1394	16145	1215
1395	16155	1203
1396	16165	1191
1397	16175	1180
1398	16186	1168
1399	16196	1156
1400	16207	1145
1401	16218	1133
1402	16230	1122
1403	16241	1110
1404	16251	1098
1405	16261	1087
1406	16272	1075
1407	16282	1063
1408	16293	1052
1409	16303	1040
1410	16314	1029
1411	16324	1017
1412	16334	1005
1413	16345	994
1414	16356	982
1415	16366	970
1416	16376	959
1417	16387	947
1418	16397	936
1419	16410	924
1420	16421	912
1421	16431	901
1422	16441	889
1423	16452	878
1424	16462	866
1425	16472	854
1426	16482	843
1427	16492	831
1428	16502	819
1429	16513	808
1430	16523	796
1431	16534	785
1432	16544	773
1433	16554	761
1434	16564	750
1435	16575	738
1436	16585	727
1437	16595	715
1438	16606	703
1439	16616	692
1440	16626	680
1441	16636	669
1442	16647	657
1443	16658	646
1444	16670	634
1445	16681	622
1446	16691	611
1447	16702	599
1448	16712	588
1449	16722	576
1450	16734	565
1451	16743	553
1452	16754	541
1453	16765	530
1454	16775	518
1455	16785	507
1456	16795	495
1457	16805	484
1458	16815	472
1459	16826	461
1460	16839	449
1461	16850	437
1462	16862	426
1463	16874	414
1464	16885	403
1465	16896	391
1466	16907	380
1467	16917	368
1468	16928	357
1469	16938	345
1470	16948	334
1471	16959	322
1472	16970	311
1473	16980	299
1474	16993	288
1475	17003	276
1476	17014	264
1477	17024	253
1478	17035	241
1479	17045	230
1480	17055	218
1481	17066	207
1482	17076	195
1483	17086	184
1484	17096	172
1485	17106	161
1486	17117	149
1487	17127	138
1488	17138	126
1489	17149	115
1490	17160	103
1491	17172	92
1492	17182	80
1493	17192	69
1494	17203	57
1495	17213	46
1496	17223	34
1497	17233	23
1498	17244	11
1499	17254	0
